Session,Character,Character_Class,Success Rate (%)
crititcalrole\(2x01)_CuriousBeginnings.txt,e9f23517,Paladin 20|Fighter 16,101.225
crititcalrole\(2x01)_CuriousBeginnings.txt,86f0c80e,Rogue 18|Monk 18,107.825
crititcalrole\(2x01)_CuriousBeginnings.txt,55994409,Rogue 7|Fighter 9,55.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,a98dbf8b,Rogue 4|Bard 1,34.925000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,58b30452,Rogue 4|Cleric 1,32.525000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,8ca642b4,Monk 13|Bard 7,77.325
crititcalrole\(2x01)_CuriousBeginnings.txt,3a411991,Rogue 4|Warlock 5,29.125000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,1b56eaea,Fighter 1|Bard 15,55.62500000000001
crititcalrole\(2x01)_CuriousBeginnings.txt,f45400ad,Fighter 4|Barbarian 6,32.325
crititcalrole\(2x01)_CuriousBeginnings.txt,7e108487,Fighter 6|Ranger 4,36.425
crititcalrole\(2x01)_CuriousBeginnings.txt,6f023a57,Fighter 6|Rogue 4,32.125
crititcalrole\(2x01)_CuriousBeginnings.txt,dfd1d3a4,Monk 10|Cleric 10,65.72500000000001
crititcalrole\(2x01)_CuriousBeginnings.txt,06959cb3,Fighter 11|Warlock 1,37.425
crititcalrole\(2x01)_CuriousBeginnings.txt,84baf748,Fighter 1|Wizard 3,24.625
crititcalrole\(2x01)_CuriousBeginnings.txt,00065e65,Rogue 7|Fighter 8,47.325
crititcalrole\(2x01)_CuriousBeginnings.txt,40707455,Druid 4|Monk 1,24.124999999999996
crititcalrole\(2x01)_CuriousBeginnings.txt,34724be8,Barbarian 8|Fighter 3,37.225
crititcalrole\(2x01)_CuriousBeginnings.txt,de9541ca,Barbarian 8|Fighter 3,34.825
crititcalrole\(2x01)_CuriousBeginnings.txt,4d4e9e52,Paladin 4|Cleric 2,24.725
crititcalrole\(2x01)_CuriousBeginnings.txt,72fa70f6,Fighter 1|Ranger 3,16.025
crititcalrole\(2x01)_CuriousBeginnings.txt,7148835a,Rogue 4|Ranger 1,35.725
crititcalrole\(2x01)_CuriousBeginnings.txt,a4493923,Barbarian 4|Fighter 2,22.325
crititcalrole\(2x01)_CuriousBeginnings.txt,d815fcb9,Monk 3|Fighter 2,20.625
crititcalrole\(2x01)_CuriousBeginnings.txt,e6971f19,Barbarian 3|Fighter 2,19.825
crititcalrole\(2x01)_CuriousBeginnings.txt,210b01e5,Rogue 4|Warlock 5,44.225
crititcalrole\(2x01)_CuriousBeginnings.txt,0462508f,Barbarian 3|Druid 3,22.925
crititcalrole\(2x01)_CuriousBeginnings.txt,74aa00be,Paladin 2|Bard 1,20.825
crititcalrole\(2x01)_CuriousBeginnings.txt,a043493b,Fighter 3|Wizard 1,28.224999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,9e62d0f1,Ranger 5|Fighter 2,28.925
crititcalrole\(2x01)_CuriousBeginnings.txt,7a9bdbd2,Fighter 10|Wizard 13,81.725
crititcalrole\(2x01)_CuriousBeginnings.txt,c5c66621,Fighter 3|Rogue 2,19.125
crititcalrole\(2x01)_CuriousBeginnings.txt,8c35b383,Wizard 6|Artificer 1,47.525000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,455bc35e,Druid 5|Monk 5,30.125
crititcalrole\(2x01)_CuriousBeginnings.txt,3cbb502a,Bard 3|Warlock 2,36.125
crititcalrole\(2x01)_CuriousBeginnings.txt,5f9e3447,Rogue 4|Fighter 1,25.125
crititcalrole\(2x01)_CuriousBeginnings.txt,2c37d47d,Ranger 4|Rogue 1,27.825
crititcalrole\(2x01)_CuriousBeginnings.txt,7bb2a880,Ranger 4|Rogue 1,27.925
crititcalrole\(2x01)_CuriousBeginnings.txt,369993da,Rogue 4|Fighter 4,32.525000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,481b27fc,Fighter 1|Bard 14,58.12500000000001
crititcalrole\(2x01)_CuriousBeginnings.txt,b89d5769,Fighter 10|Barbarian 5,50.325
crititcalrole\(2x01)_CuriousBeginnings.txt,43127cf0,Paladin 8|Warlock 7,47.525
crititcalrole\(2x01)_CuriousBeginnings.txt,a738f6a6,Artificer 1|Wizard 2,25.025
crititcalrole\(2x01)_CuriousBeginnings.txt,d0e60cab,Rogue 5|Ranger 5,43.825
crititcalrole\(2x01)_CuriousBeginnings.txt,7a547f96,Bard 6|Sorcerer 2,50.025
crititcalrole\(2x01)_CuriousBeginnings.txt,ca3d5043,Rogue 6|Monk 6,43.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,7d65c4e9,Ranger 11|Rogue 3,53.225
crititcalrole\(2x01)_CuriousBeginnings.txt,805a832c,Rogue 3|Fighter 3,27.525
crititcalrole\(2x01)_CuriousBeginnings.txt,0bb422d7,Fighter 10|Druid 4,45.125
crititcalrole\(2x01)_CuriousBeginnings.txt,3ae25dbe,Rogue 1|Ranger 4,26.425
crititcalrole\(2x01)_CuriousBeginnings.txt,c7f7a20b,Barbarian 10|Rogue 10,62.225
crititcalrole\(2x01)_CuriousBeginnings.txt,b0f230be,Rogue 1|Ranger 4,25.724999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,3139c996,Monk 7|Barbarian 1,32.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,7b514904,Ranger 10|Rogue 3,53.425000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,04f4f90d,Fighter 9|Barbarian 5,47.225
crititcalrole\(2x01)_CuriousBeginnings.txt,6da2e80b,Fighter 5|Artificer 2,35.725
crititcalrole\(2x01)_CuriousBeginnings.txt,960ae99f,Barbarian 9|Fighter 5,47.225
crititcalrole\(2x01)_CuriousBeginnings.txt,14799fd7,Ranger 7|Rogue 1,35.825
crititcalrole\(2x01)_CuriousBeginnings.txt,2ac8d64d,Rogue 2|Ranger 5,31.224999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,586a594f,Sorcerer 2|Bard 1,25.124999999999996
crititcalrole\(2x01)_CuriousBeginnings.txt,29f98963,Barbarian 4|Fighter 2,22.325
crititcalrole\(2x01)_CuriousBeginnings.txt,f4525c7a,Rogue 8|Bard 3,58.725
crititcalrole\(2x01)_CuriousBeginnings.txt,78ed5fd4,Fighter 10|Barbarian 10,62.325
crititcalrole\(2x01)_CuriousBeginnings.txt,9c6442a6,Rogue 11|Fighter 2,33.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,a66c5f39,Fighter 1|Wizard 1,20.624999999999996
crititcalrole\(2x01)_CuriousBeginnings.txt,280c7dfc,Wizard 3|Rogue 5,39.625
crititcalrole\(2x01)_CuriousBeginnings.txt,a4fc464e,Fighter 7|Barbarian 2,25.425
crititcalrole\(2x01)_CuriousBeginnings.txt,e30ee8db,Wizard 14|Warlock 6,71.325
crititcalrole\(2x01)_CuriousBeginnings.txt,397c72f0,Cleric 1|Wizard 2,28.124999999999993
crititcalrole\(2x01)_CuriousBeginnings.txt,6118b0db,Rogue 6|Fighter 3,37.425000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,104f55fa,Warlock 2|Sorcerer 1,21.025
crititcalrole\(2x01)_CuriousBeginnings.txt,0c44b898,Warlock 3|Sorcerer 1,30.525
crititcalrole\(2x01)_CuriousBeginnings.txt,befcde1d,Barbarian 2|Monk 3,20.125
crititcalrole\(2x01)_CuriousBeginnings.txt,6118e51d,Rogue 5|Wizard 3,33.425000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,faabf5a5,Sorcerer 3|Cleric 1,29.924999999999994
crititcalrole\(2x01)_CuriousBeginnings.txt,122bcbf4,Monk 5|Cleric 5,41.825
crititcalrole\(2x01)_CuriousBeginnings.txt,1f5b3331,Fighter 2|Warlock 8,28.825
crititcalrole\(2x01)_CuriousBeginnings.txt,1dd6af80,Rogue 3|Artificer 2,28.525000000000002
crititcalrole\(2x01)_CuriousBeginnings.txt,16215656,Druid 5|Fighter 3,25.125
crititcalrole\(2x01)_CuriousBeginnings.txt,93ed5fce,Warlock 4|Fighter 1,24.525000000000002
crititcalrole\(2x01)_CuriousBeginnings.txt,d529e81c,Rogue 2|Cleric 1,32.325
crititcalrole\(2x01)_CuriousBeginnings.txt,7ca3d061,Sorcerer 17|Warlock 9,86.025
crititcalrole\(2x01)_CuriousBeginnings.txt,01958a90,Fighter 2|Barbarian 1,11.825
crititcalrole\(2x01)_CuriousBeginnings.txt,6cd9db84,Druid 3|Barbarian 1,15.424999999999999
crititcalrole\(2x01)_CuriousBeginnings.txt,36fbaa84,Rogue 1|Monk 9,40.325
crititcalrole\(2x01)_CuriousBeginnings.txt,c628aca9,Rogue 1|Fighter 1,17.525
crititcalrole\(2x01)_CuriousBeginnings.txt,10b23d21,Warlock 1|Sorcerer 1,15.325
crititcalrole\(2x01)_CuriousBeginnings.txt,2a6d8689,Druid 3|Barbarian 1,17.825
crititcalrole\(2x01)_CuriousBeginnings.txt,f6fb6bbc,Paladin 8|Fighter 1,31.124999999999996
crititcalrole\(2x01)_CuriousBeginnings.txt,ffd809a4,Paladin 12|Barbarian 3,50.825
crititcalrole\(2x01)_CuriousBeginnings.txt,37a3554e,Fighter 12|Rogue 2,42.625
crititcalrole\(2x01)_CuriousBeginnings.txt,3bef61ca,Rogue 5|Bard 3,35.125
crititcalrole\(2x01)_CuriousBeginnings.txt,20ec3b61,Bard 6|Warlock 2,41.325
crititcalrole\(2x01)_CuriousBeginnings.txt,622f1de4,Sorcerer 1|Warlock 3,28.125
crititcalrole\(2x01)_CuriousBeginnings.txt,163a4e9a,Rogue 4|Sorcerer 1,35.625
crititcalrole\(2x01)_CuriousBeginnings.txt,a9177dda,Wizard 2|Druid 1,23.724999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,35a188fa,Barbarian 2|Paladin 2,23.425
crititcalrole\(2x01)_CuriousBeginnings.txt,a81d5445,Ranger 2|Rogue 1,23.625
crititcalrole\(2x01)_CuriousBeginnings.txt,445c4f73,Bard 2|Cleric 1,21.825
crititcalrole\(2x01)_CuriousBeginnings.txt,dd552d75,Druid 3|Cleric 3,27.925
crititcalrole\(2x01)_CuriousBeginnings.txt,ef278b28,Artificer 4|Wizard 2,39.025
crititcalrole\(2x01)_CuriousBeginnings.txt,08817387,Barbarian 5|Bard 1,34.925000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,255125ed,Bard 3|Barbarian 3,36.825
crititcalrole\(2x01)_CuriousBeginnings.txt,4e30e901,Fighter 13|Barbarian 2,42.725
crititcalrole\(2x01)_CuriousBeginnings.txt,3cb1fb16,Rogue 3|Ranger 3,35.925
crititcalrole\(2x01)_CuriousBeginnings.txt,2426a93f,Fighter 4|Warlock 5,37.12500000000001
crititcalrole\(2x01)_CuriousBeginnings.txt,ac6fb3ab,Fighter 8|Barbarian 1,29.925
crititcalrole\(2x01)_CuriousBeginnings.txt,f6fc8a86,Barbarian 5|Fighter 6,33.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,ad10f69c,Monk 10|Fighter 1,37.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,8ae27790,Wizard 5|Fighter 2,36.425000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,6d95f759,Barbarian 12|Druid 2,43.425000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,4f92ac81,Revised-Ranger 9|Cleric 3,48.525000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,d33abfd1,Artificer 6|Cleric 6,45.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,fc9201c9,Fighter 3|Barbarian 1,17.724999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,bb784a19,Rogue 2|Paladin 2,26.325
crititcalrole\(2x01)_CuriousBeginnings.txt,8498ab42,Fighter 5|Barbarian 2,22.724999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,7588083f,Fighter 1|Monk 3,18.025
crititcalrole\(2x01)_CuriousBeginnings.txt,696b344f,Bard 13|Cleric 1,63.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,940265ca,Barbarian 5|Druid 10,45.925000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,d00f4169,Barbarian 5|Paladin 1,25.925
crititcalrole\(2x01)_CuriousBeginnings.txt,bce1140f,Warlock 6|Barbarian 3,29.025
crititcalrole\(2x01)_CuriousBeginnings.txt,c7e41d8c,Fighter 4|Barbarian 1,17.724999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,3eb1bcd5,Barbarian 2|Rogue 2,20.325
crititcalrole\(2x01)_CuriousBeginnings.txt,1044d916,Fighter 2|Sorcerer 7,42.325
crititcalrole\(2x01)_CuriousBeginnings.txt,4e96a4d0,Fighter 1|Warlock 3,26.625
crititcalrole\(2x01)_CuriousBeginnings.txt,5f69db1b,Barbarian 10|Fighter 1,35.525000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,070a34d8,Ranger 4|Warlock 1,27.325
crititcalrole\(2x01)_CuriousBeginnings.txt,516a59ad,Rogue 12|Fighter 1,32.425000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,818455ab,Fighter 1|Monk 12,40.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,9102e85e,Warlock 3|Sorcerer 1,31.325
crititcalrole\(2x01)_CuriousBeginnings.txt,a4791105,Barbarian 12|Paladin 3,49.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,e9346020,Rogue 2|Warlock 3,26.725
crititcalrole\(2x01)_CuriousBeginnings.txt,8e196e4c,Rogue 5|Ranger 5,38.825
crititcalrole\(2x01)_CuriousBeginnings.txt,913f71ae,Fighter 6|Barbarian 2,28.025
crititcalrole\(2x01)_CuriousBeginnings.txt,d4980d1b,Blood-Hunter 3|Rogue 5,29.525000000000002
crititcalrole\(2x01)_CuriousBeginnings.txt,c9757b2a,Druid 6|Barbarian 4,33.925000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,936b2b61,Fighter 5|Warlock 6,42.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,f48338f1,Cleric 6|Fighter 5,39.925000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,3b74ff14,Rogue 1|Bard 3,32.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,a12a9428,Paladin 6|Bard 5,48.425
crititcalrole\(2x01)_CuriousBeginnings.txt,No name from Character #2463,Ranger 10|Rogue 1,38.625
crititcalrole\(2x01)_CuriousBeginnings.txt,eb28019b,Monk 9|Rogue 3,40.325
crititcalrole\(2x01)_CuriousBeginnings.txt,99cdfdba,Artificer 1|Wizard 4,34.425
crititcalrole\(2x01)_CuriousBeginnings.txt,ed167e94,Rogue 6|Fighter 5,37.325
crititcalrole\(2x01)_CuriousBeginnings.txt,ff9d542d,Druid 9|Barbarian 3,40.525000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,07957d12,Paladin 7|Sorcerer 5,52.525
crititcalrole\(2x01)_CuriousBeginnings.txt,86465a8e,Fighter 2|Warlock 2,17.125
crititcalrole\(2x01)_CuriousBeginnings.txt,16a9f854,Fighter 2|Warlock 3,21.724999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,3bdec192,Barbarian 3|Warlock 2,13.825
crititcalrole\(2x01)_CuriousBeginnings.txt,5152aef6,Wizard 5|Artificer 2,39.725
crititcalrole\(2x01)_CuriousBeginnings.txt,3ca3bc5f,Wizard 10|Fighter 4,58.125
crititcalrole\(2x01)_CuriousBeginnings.txt,e8557dac,Monk 11|Barbarian 4,41.825
crititcalrole\(2x01)_CuriousBeginnings.txt,03655910,Wizard 2|Warlock 1,19.224999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,b8a68388,Barbarian 3|Sorcerer 2,28.025
crititcalrole\(2x01)_CuriousBeginnings.txt,69c90f00,Paladin 6|Barbarian 3,31.525000000000002
crititcalrole\(2x01)_CuriousBeginnings.txt,497accdc,Barbarian 1|Cleric 6,32.425000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,159ccc0d,Fighter 3|Artificer 4,34.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,2837dd3b,Barbarian 1|Monk 1,15.125
crititcalrole\(2x01)_CuriousBeginnings.txt,349d0346,Rogue 2|Monk 5,32.925000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,9bf179c6,Barbarian 4|Bard 1,32.325
crititcalrole\(2x01)_CuriousBeginnings.txt,822414dc,Fighter 2|Sorcerer 5,22.025000000000002
crititcalrole\(2x01)_CuriousBeginnings.txt,54440312,Rogue 7|Ranger 4,30.724999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,6b92235e,Rogue 7|Ranger 4,33.125
crititcalrole\(2x01)_CuriousBeginnings.txt,e2db4b35,Cleric 1|Druid 1,14.825
crititcalrole\(2x01)_CuriousBeginnings.txt,6961ebe4,Artificer 5|Bard 2,35.625
crititcalrole\(2x01)_CuriousBeginnings.txt,e850abf0,Druid 12|Ranger 2,51.125
crititcalrole\(2x01)_CuriousBeginnings.txt,a1998403,Ranger 1|Rogue 3,26.224999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,def01542,Druid 3|Wizard 2,27.825
crititcalrole\(2x01)_CuriousBeginnings.txt,cb08a431,Paladin 3|Cleric 2,25.224999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,a902c38a,Ranger 1|Druid 1,15.625
crititcalrole\(2x01)_CuriousBeginnings.txt,f190cb19,Cleric 1|Rogue 1,14.325
crititcalrole\(2x01)_CuriousBeginnings.txt,7139a3a1,Cleric 1|Druid 1,14.825
crititcalrole\(2x01)_CuriousBeginnings.txt,95f6f18b,Paladin 1|Fighter 1,10.724999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,2452ffc4,Paladin 1|Warlock 1,9.925
crititcalrole\(2x01)_CuriousBeginnings.txt,24f94990,Ranger 2|Druid 1,21.125
crititcalrole\(2x01)_CuriousBeginnings.txt,4ff81b0a,Ranger 1|Rogue 2,24.025000000000002
crititcalrole\(2x01)_CuriousBeginnings.txt,464067b5,Rogue 3|Monk 13,47.625
crititcalrole\(2x01)_CuriousBeginnings.txt,b4c26ed6,Druid 2|Cleric 1,24.224999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,dfb4967d,Paladin 3|Sorcerer 1,28.724999999999998
crititcalrole\(2x01)_CuriousBeginnings.txt,df5988a6,Cleric 4|Fighter 5,38.125
crititcalrole\(2x01)_CuriousBeginnings.txt,01865809,Warlock 3|Rogue 1,24.025
crititcalrole\(2x01)_CuriousBeginnings.txt,fc55319b,Rogue 9|Wizard 2,36.525
crititcalrole\(2x01)_CuriousBeginnings.txt,58554a80,Rogue 1|Ranger 16,43.725
crititcalrole\(2x01)_CuriousBeginnings.txt,bc36efcd,Rogue 5|Fighter 1,17.525000000000002
crititcalrole\(2x01)_CuriousBeginnings.txt,9a040d7c,Wizard 6|Fighter 2,36.825
crititcalrole\(2x01)_CuriousBeginnings.txt,bbb9acc7,Fighter 16|Rogue 4,57.725
crititcalrole\(2x01)_CuriousBeginnings.txt,4e0ad948,Cleric 4|Druid 4,38.925000000000004
crititcalrole\(2x01)_CuriousBeginnings.txt,23ee4c64,Barbarian 4|Fighter 16,58.025000000000006
crititcalrole\(2x01)_CuriousBeginnings.txt,3426f448,Fighter 7|Warlock 1,32.725
crititcalrole\(2x01)_CuriousBeginnings.txt,fa439b6d,Bard 13|Warlock 2,64.725
crititcalrole\(2x01)_CuriousBeginnings.txt,72139760,Fighter 4|Rogue 1,19.625
